Name,ECLP time,ECLP nodes,ECLP cost,ALL time,ALL nodes,ALL cost,GOOD RF time,GOOD RF nodes,GOOD RF cost,GOOD NN time,GOOD NN nodes,GOOD NN cost,RAND70 time,RAND70 nodes,RAND70 cost,RAND50 time,RAND50 nodes,RAND50 cost
netgen27-2-6_maxregret,3600,6754865,_21105405,3600,3422000,_21486156,3600,4000629,_21485829,3600,4082468,_21485830,3600,4493921,_21485829,3600,4104799,_21485993
netgen27-2-7_maxregret,3600,6028998,_21105306,3600,3631867,_21487712,3600,3946043,_21501447,3600,3920168,_21487386,3600,4444749,_21487385,3600,4048837,_21487549
netgen27-2-8_maxregret,3600,4857518,_21105310,3600,2778307,_21499647,3600,3245319,_21499320,3600,3206647,_21499321,3600,3680747,_21499320,3600,3214213,_21499320
netgen27-2-9_maxregret,3600,7637617,_21105356,3600,3120040,_21486137,3600,3786595,_21485810,3600,3720337,_21485811,3600,5269545,_21485810,3600,4161832,_21485975
netgen28-5-10_maxregret,3600,5353897,_21888439,3600,2963591,_22313410,3600,3271717,_22313244,3600,3211316,_22313413,3600,3427685,_22313244,3600,3497350,_22313412
netgen28-5-11_maxregret,3600,3358123,_21888683,3600,1974068,_22312222,3600,2204672,_22311885,3600,2103932,_22312057,3600,2454365,_22311885,3600,2278833,_22311885
netgen28-5-12_maxregret,3600,4561634,_21888936,3600,3086254,_22313571,3600,3459719,_22313403,3600,3094947,_22313404,3600,3574385,_22313236,3600,3292315,_22313406
netgen28-5-13_maxregret,3600,3741024,_21888392,3600,2267302,_22313224,3600,2641211,_22313058,3600,2578794,_22313059,3600,2848228,_22312891,3600,2679488,_22313226
netgen28-5-14_maxregret,3600,4400881,_21888469,3600,2653219,_22313855,3600,3023003,_22313857,3600,2935215,_22313858,3600,3412830,_22313690,3600,3090472,_22313690
netgen28-5-15_maxregret,3600,3180502,_21888669,3600,2038360,_22313138,3600,2219614,_22312970,3600,2101882,_22313141,3600,2414237,_22312815,3600,2247742,_22312970
netgen28-5-16_maxregret,3600,3690421,_21888309,3600,2131706,_22311968,3600,2356302,_22311802,3600,2399800,_22311803,3600,2839409,_22311635,3600,2573451,_22311970
netgen28-5-1_maxregret,3600,5258899,_21888754,3600,2567765,_22313007,3600,3162665,_22313009,3600,3247573,_22312842,3600,3773371,_22312674,3600,3593673,_22313009
netgen28-5-2_maxregret,3600,3762056,_21888339,3600,2221389,_22312325,3600,2419041,_22312159,3600,2332179,_22312160,3600,2764867,_22311992,3600,2639058,_22312159
netgen28-5-3_maxregret,3600,6024101,_21888737,3600,3400748,_22313826,3600,3734134,_22313828,3600,3751909,_22313829,3600,4365108,_22313493,3600,3980310,_22313660
netgen28-5-4_maxregret,3600,5263353,_21888858,3600,3189094,_22312625,3600,3657000,_22312627,3600,3508302,_22312628,3600,3947620,_22312460,3600,3239122,_22312459
netgen28-5-5_maxregret,3600,3608225,_21887972,3600,2349945,_22312679,3600,2641073,_22312681,3600,2579683,_22312514,3600,2777748,_22312346,3600,2648739,_22312346
netgen28-5-6_maxregret,3600,3904862,_21888889,3600,2294693,_22312243,3600,2642373,_22312245,3600,2599570,_22312246,3600,2812109,_22312078,3600,2583311,_22311910
netgen28-5-7_maxregret,3600,4694617,_21888881,3600,2792568,_22312528,3600,3179678,_22312530,3600,3086359,_22312363,3600,3664862,_22312530,3600,3578438,_22312195
netgen28-5-8_maxregret,3600,4095176,_21888555,3600,2562582,_22313362,3600,2835632,_22313196,3600,2752349,_22313365,3600,3102322,_22313197,3600,2959880,_22313364
netgen28-5-9_maxregret,3600,3241939,_21888475,3600,2030475,_22312353,3600,2262454,_22312187,3600,2227428,_22312188,3600,2372055,_22312187,3600,2206288,_22312187
netgen29-2-10_maxregret,3600,5196156,_22671410,3600,3273586,_23143754,3600,3526953,_23143585,3600,3613000,_23143586,3600,3761253,_23143586,3600,3796270,_23143586
netgen29-2-11_maxregret,3600,5563084,_22670321,3600,3791894,_23141753,3600,4458386,_23141414,3600,4007806,_23141415,3600,4042725,_23141414,3600,4156285,_23141585
netgen29-2-12_maxregret,3600,6685492,_22671567,3600,3562979,_23143828,3600,3971830,_23143659,3600,3833650,_23143660,3600,4843008,_23143489,3600,3987911,_23143659
netgen29-2-13_maxregret,3600,4458483,_22670884,3600,2939925,_23142856,3600,3470784,_23142517,3600,3271741,_23142518,3600,3479584,_23142517,3600,3302447,_23142858
netgen29-2-14_maxregret,3600,6347659,_22670936,3600,3572670,_23143528,3600,3983641,_23143359,3600,3892259,_23143360,3600,4610575,_23143360,3600,4260552,_23143360
netgen29-2-15_maxregret,3600,6937697,_22671552,3600,3121252,_23143739,3600,3350138,_23143570,3600,3334518,_23143571,3600,4676955,_23143400,3600,3926623,_23143741
netgen29-2-16_maxregret,3600,4110265,_22670300,3600,2356380,_23143371,3600,2777493,_23143202,3600,2636232,_23143203,3600,3103661,_23143373,3600,2833995,_23143203
netgen29-2-1_maxregret,3600,6278165,_22671223,3600,2944793,_23141781,3600,3730530,_23141612,3600,3855650,_23141613,3600,4342554,_23141442,3600,3847266,_23141612
netgen29-2-2_maxregret,3600,5284387,_22671220,3600,3614918,_23143839,3600,3969718,_23143670,3600,3836100,_23143671,3600,4055205,_23143500,3600,4097450,_23143500
netgen29-2-3_maxregret,3600,7814802,_22671194,3600,4079165,_23143752,3600,4533979,_23143583,3600,4368608,_23143755,3600,5496770,_23143584,3600,5171582,_23143583
netgen29-2-4_maxregret,3600,2686318,_22671189,3600,1922795,_23143736,3600,2195356,_23143397,3600,2205406,_23143398,3600,2123010,_23143568,3600,2189797,_23143568
netgen29-2-5_maxregret,3600,6777734,_22671504,3600,3131327,_23143715,3600,3646172,_23143546,3600,3698252,_23143547,3600,4584873,_23143376,3600,4186049,_23143376
netgen29-2-6_maxregret,3600,6180055,_22671001,3600,3529131,_23141755,3600,4007495,_23141416,3600,3827531,_23141417,3600,4182449,_23141416,3600,3836940,_23141416
netgen29-2-7_maxregret,3600,6430342,_22671239,3600,2680410,_23143568,3600,2980857,_23143229,3600,3689675,_23143401,3600,4267779,_23143229,3600,3897057,_23143399
netgen29-2-8_maxregret,3600,4782430,_22671013,3600,2717451,_23141415,3600,3078028,_23141076,3600,2919150,_23141077,3600,3620960,_23141076,3600,3328910,_23141246
netgen29-2-9_maxregret,3600,6319181,_22671160,3600,4010025,_23141753,3600,4934318,_23141414,3600,4794208,_23141586,3600,4562337,_23141585,3600,4265119,_23141585
portgen20-10_maxregret,0.501394924,305,3874240,0.588589634,262,3874240,0.573070299,262,3874240,0.561635722,260,3874240,0.592203683,298,3874240,0.566095914,262,3874240
portgen20-11_maxregret,14.300844229,11911,3226668,12.396043375,6663,3226668,12.02077704,6953,3226668,12.362794698,7468,3226668,16.289466578,10419,3226668,13.930782068,8308,3226668
portgen20-12_maxregret,22.643726115,20487,4039464,21.652146808,12868,4039464,20.672335581,13202,4039464,20.444042582,13442,4039464,24.89882918,17626,4039464,22.123228235,14502,4039464
portgen20-13_maxregret,8.446592838,6454,3489468,9.447992072,5004,3489468,9.050415184,5004,3489468,8.737400457,5029,3489468,9.127722312,5798,3489468,9.197660466,5287,3489468
portgen20-14_maxregret,52.376620623,43368,4167954,37.266184125,20995,4167954,37.818549904,21818,4167954,37.770987219,22237,4167954,57.394677351,38805,4167954,52.064915575,33369,4167954
portgen20-15_maxregret,0.957971803,699,4069645,1.036445251,508,4069645,1.066952613,531,4069645,0.984824386,529,4069645,1.123326701,643,4069645,1.171873298,625,4069645
portgen20-16_maxregret,5.933190533,4705,3586131,8.774469688,4416,3586131,8.165513444,4485,3586131,8.044252782,4474,3586131,7.250096144,4480,3586131,8.861989194,5003,3586131
portgen20-17_maxregret,38.418469706,33480,3921848,35.508743628,19388,3921848,34.920316702,20737,3921848,36.823957628,22290,3921848,40.011729644,25096,3921848,37.19239667,22356,3921848
portgen20-18_maxregret,12.454888452,10153,3803498,10.878185091,5591,3803498,11.628920681,6908,3803498,9.945048591,5828,3803498,13.210051702,8268,3803498,14.051653209,8596,3803498
portgen20-19_maxregret,23.327773793,22032,3759958,23.942528206,14961,3759958,22.416207357,15154,3759958,22.874773764,15425,3759958,28.051898016,19954,3759958,27.653949935,18977,3759958
portgen20-1_maxregret,7.170129416,6427,3769586,55.825611706,29566,3769586,40.27267199,22681,3769586,62.990124379,37137,3769586,8.322725058,5814,3769586,7.646183279,5513,3769586
portgen20-20_maxregret,8.225775645,7143,3285932,7.215306237,3735,3285932,6.807790201,3865,3285932,6.569458603,3809,3285932,10.055540788,6489,3285932,7.276263842,4162,3285932
portgen20-21_maxregret,0.706152801,595,3763804,0.703192061,347,3763804,0.686880421,373,3763804,0.679497959,364,3763804,0.835384007,504,3763804,0.856377702,503,3763804
portgen20-22_maxregret,52.047727011,42651,4356599,42.871171059,22487,4356599,41.1736672,23053,4356599,41.25369978,23975,4356599,54.588562369,33629,4356599,58.179320059,34754,4356599
portgen20-23_maxregret,8.368904808,7837,3756827,10.178857343,6187,3756827,9.547472247,6325,3756827,9.211676172,6278,3756827,9.568830703,6831,3756827,10.922777161,7430,3756827
portgen20-24_maxregret,13.63641007,12828,3810353,14.91572976,9149,3810353,13.695438236,9578,3810353,13.503997741,9603,3810353,15.752542107,11360,3810353,14.97283721,9951,3810353
portgen20-25_maxregret,30.408413742,27107,4036752,36.486377055,22343,4036752,34.421579853,22775,4036752,33.723728258,22890,4036752,37.990248423,25933,4036752,39.384078364,26425,4036752
portgen20-26_maxregret,24.662873575,19086,4699069,24.036145893,12490,4699069,23.784069337,13176,4699069,22.820717316,12769,4699069,27.830368708,16575,4699069,27.181218845,15533,4699069
portgen20-27_maxregret,1.35945624,940,3455583,1.692270671,858,3455583,1.54443045,861,3455583,1.542235526,865,3455583,1.676497162,895,3455583,1.726488502,935,3455583
portgen20-28_maxregret,1.39956195,809,4078768,1.761532733,742,4078768,1.571872937,742,4078768,1.568292936,742,4078768,1.684627489,791,4078768,1.667923395,770,4078768
portgen20-29_maxregret,2.553035191,1933,3890721,2.899414589,1446,3890721,2.574881184,1451,3890721,2.51509659,1450,3890721,3.04156022,1857,3890721,2.814743608,1595,3890721
portgen20-2_maxregret,35.690757123,32663,4226735,38.560421664,21978,4226735,38.625943801,22731,4226735,36.885585501,22437,4226735,43.206002645,29903,4226735,40.120351606,25568,4226735
portgen20-30_maxregret,7.359735463,5843,4176739,8.88632989,5007,4176739,7.992496025,5075,4176739,7.953569983,5045,4176739,9.18111093,5606,4176739,9.088082274,5556,4176739
portgen20-31_maxregret,10.618305642,9212,3751303,12.757604994,7870,3751303,13.935886736,9508,3751303,13.998286037,9847,3751303,12.991749394,9041,3751303,12.199542713,7878,3751303
portgen20-32_maxregret,8.721527574,9009,3930927,8.028524804,5369,3930927,7.992278827,5730,3930927,7.826923955,6226,3930927,10.00625739,7893,3930927,8.959500572,6590,3930927
portgen20-3_maxregret,2.282269344,1895,4013467,3.45267554,1850,4013467,3.419035308,1866,4013467,3.2127454,1877,4013467,2.950769596,1855,4013467,2.407815458,1394,4013467
portgen20-4_maxregret,2.261259406,1672,4043744,2.933329372,1511,4043744,2.678487376,1512,4043744,2.651885376,1514,4043744,2.819001771,1641,4043744,2.799455338,1553,4043744
portgen20-5_maxregret,10.128185216,8974,4078776,12.363633172,7654,4078776,11.925300396,7904,4078776,11.587250609,7997,4078776,11.797343316,8247,4078776,11.612108325,7734,4078776
portgen20-6_maxregret,19.768828835,17767,4012684,15.553112907,9048,4012684,14.424140692,9172,4012684,13.936851785,9200,4012684,18.922228405,13168,4012684,19.604940046,13014,4012684
portgen20-7_maxregret,4.737527294,4339,3595764,6.152820709,3728,3595764,5.495071326,3743,3595764,5.447805539,3770,3595764,5.623555046,3917,3595764,6.175495714,4236,3595764
portgen20-8_maxregret,4.284974102,3651,4301360,3.136165383,1762,4301360,3.046131325,1829,4301360,2.932179967,1824,4301360,3.996684538,2667,4301360,3.281436223,2097,4301360
portgen20-9_maxregret,1.990927159,1538,4461033,2.408202324,1215,4461033,2.201662881,1218,4461033,2.543124604,1468,4461033,2.249545271,1354,4461033,2.710741478,1643,4461033
portgen22-10_maxregret,3.470768397,2845,3985261,3.442307779,1883,3985261,3.126486043,1927,3985261,3.249919401,1916,3985261,3.822053507,2406,3985261,4.378780039,2717,3985261
portgen22-11_maxregret,16.16202175,14501,3360868,13.104167273,7630,3360868,11.897241168,7842,3360868,12.893417976,8004,3360868,19.360329199,13106,3360868,13.906347784,9085,3360868
portgen22-12_maxregret,1.615922432,1185,4333859,1.529612555,827,4333859,1.330542702,751,4333859,1.448680254,765,4333859,1.720055253,1047,4333859,1.579451172,870,4333859
portgen22-13_maxregret,20.16491002,14557,3663346,16.105823541,7686,3663346,15.071170978,8022,3663346,15.302695952,7807,3663346,20.291079327,11815,3663346,19.048102355,9914,3663346
portgen22-14_maxregret,56.10762024,43865,4415339,46.53269073,24234,4415339,40.876327396,24395,4415339,44.31551666,25382,4415339,54.85350851,33240,4415339,40.709531691,23637,4415339
portgen22-15_maxregret,4.736185778,3862,4155112,31.511117248,18170,4155112,7.767529227,4464,4155112,7.683881144,4481,4155112,5.604887397,3439,4155112,5.43932151,3222,4155112
portgen22-16_maxregret,24.857380113,16302,3980682,30.262355162,12619,3980682,26.810327465,12761,3980682,26.381658797,12834,3980682,28.891017269,14348,3980682,30.980165366,14923,3980682
portgen22-17_maxregret,2.019328818,1681,4112249,1.728974258,928,4112249,1.727108289,950,4112249,1.804156523,970,4112249,2.361372065,1569,4112249,2.310872116,1365,4112249
portgen22-18_maxregret,20.474023133,12807,4087840,21.521402231,8998,4087840,19.401765238,8935,4087840,19.97822496,9249,4087840,22.788005359,11176,4087840,24.31344141,11619,4087840
portgen22-19_maxregret,23.510864663,20965,3861136,37.267308112,21880,3861136,25.951595258,16510,3861136,32.813572887,22148,3861136,27.87602457,18613,3861136,31.154701283,20566,3861136
portgen22-1_maxregret,113.660806664,104111,3994011,71.105755598,43667,3994011,68.16789368,48591,3994011,69.920355152,46765,3994011,110.486003065,82360,3994011,88.082783915,61236,3994011
portgen22-20_maxregret,13.220638197,10895,3491319,11.90229657,6015,3491319,10.800566753,6168,3491319,11.062868044,6151,3491319,15.230922534,9938,3491319,15.43625125,8955,3491319
portgen22-21_maxregret,2.922619026,2600,3877079,3.111873003,1748,3877079,3.554361824,2305,3877079,3.956959806,2540,3877079,3.18343692,2186,3877079,3.415090237,2129,3877079
portgen22-22_maxregret,73.849331719,52785,4490717,94.684632826,47891,4490717,93.187330588,51701,4490717,92.808105354,50356,4490717,76.229904434,41206,4490717,64.463868628,34874,4490717
portgen22-23_maxregret,7.701176027,5961,3790969,8.903999469,4358,3790969,8.330285581,4396,3790969,8.578735019,4469,3790969,9.604176114,5749,3790969,10.248803904,5638,3790969
portgen22-24_maxregret,13.761757094,10232,3868839,22.407725881,11476,3868839,19.370455137,11374,3868839,20.039887041,11758,3868839,16.167108799,9039,3868839,21.784437593,13053,3868839
portgen22-25_maxregret,17.741331143,13525,4179707,20.460348369,10827,4179707,18.309860794,11089,4179707,18.676517789,11072,4179707,21.232387573,13150,4179707,19.763477748,11341,4179707
portgen22-26_maxregret,180.7644989,136545,4736094,151.799370588,78577,4736094,145.921669903,80110,4736094,143.81667931,80206,4736094,200.142319488,118857,4736094,177.336692555,97030,4736094
portgen22-27_maxregret,3.034940573,1700,4195860,4.423968614,1771,4195860,3.941731361,1792,4195860,4.004687784,1782,4195860,3.93296956,1743,4195860,3.852323854,1668,4195860
portgen22-28_maxregret,14.445978591,10186,4126220,19.973782235,9171,4126220,17.492787877,9041,4126220,18.180978505,9372,4126220,17.986018642,9473,4126220,25.988517425,10818,4126220
portgen22-29_maxregret,32.103111259,25707,4012916,36.913752454,19284,4012916,33.810104677,19418,4012916,33.977134771,19519,4012916,39.582883445,24691,4012916,42.476321841,22020,4012916
portgen22-2_maxregret,23.087436037,15990,4297418,29.85092289,12939,4297418,27.438826242,13607,4297418,27.587686595,13278,4297418,25.362920091,12965,4297418,33.631173319,16651,4297418
portgen22-30_maxregret,13.352409124,10892,4255098,18.516361938,10057,4255098,15.953236321,10095,4255098,16.389537684,10086,4255098,16.582432391,10418,4255098,19.205929321,10637,4255098
portgen22-31_maxregret,12.903972162,9467,3846514,12.830014672,6446,3846514,12.413193291,6856,3846514,12.530418954,7074,3846514,13.825379271,7841,3846514,17.102093784,8626,3846514
portgen22-32_maxregret,4.705024967,4183,4025253,3.686762267,2043,4025253,3.918398063,2387,4025253,4.0529932,2630,4025253,4.390528226,2981,4025253,4.733457151,3159,4025253
portgen22-3_maxregret,30.57090419,24917,4123161,26.843252987,13469,4123161,27.101693011,15354,4123161,27.838843464,15141,4123161,35.136715052,21685,4123161,33.883208034,20132,4123161
portgen22-4_maxregret,8.957886041,7070,4057612,16.190348083,8021,4057612,13.924979727,8046,4057612,11.621761719,6242,4057612,11.435451008,6934,4057612,14.761015999,8208,4057612
portgen22-5_maxregret,38.824025347,31728,4156785,39.858045033,21736,4156785,35.411234958,21509,4156785,37.391119713,23792,4156785,42.534524571,27220,4156785,43.114554374,25631,4156785
portgen22-6_maxregret,23.494685073,21318,4082575,13.723013799,8003,4082575,12.319202149,8302,4082575,12.842454622,8183,4082575,24.519479572,17568,4082575,17.329137634,11707,4082575
portgen22-7_maxregret,24.010309805,21867,3622973,25.620536497,14157,3622973,22.569955451,14399,3622973,23.154700428,14397,3622973,28.3864648,19502,3622973,26.743688942,17262,3622973
portgen22-8_maxregret,28.618431478,21745,4378743,21.609202682,11027,4378743,19.430783681,11294,4378743,20.621966685,11324,4378743,28.272779664,16792,4378743,27.648140826,16466,4378743
portgen22-9_maxregret,34.246267502,28309,4599833,29.095578469,15690,4599833,25.801926731,16132,4599833,28.114166549,16519,4599833,35.066286161,23275,4599833,33.586864615,20393,4599833
portgen24-10_maxregret,25.926002022,17132,4154507,30.005127884,12567,4154507,26.156976725,12767,4154507,26.323348102,12906,4154507,29.976588236,15436,4154507,29.147214202,13887,4154507
portgen24-11_maxregret,163.035457435,123736,3759992,94.594830652,44904,3759992,86.809900443,46656,3759992,88.43198802,46335,3759992,149.428026656,89518,3759992,116.410981298,61634,3759992
portgen24-12_maxregret,14.84655893,11542,4773345,12.169851548,6338,4773345,11.163877022,6434,4773345,11.266228964,6461,4773345,17.553140584,10541,4773345,13.034436094,7410,4773345
portgen24-13_maxregret,106.247434545,72431,3763778,107.562271586,47754,3763778,95.291920851,48128,3763778,99.732725509,47907,3763778,127.478680733,68375,3763778,113.481666057,55698,3763778
portgen24-14_maxregret,293.182259478,221962,4421661,151.13203788,74878,4421661,146.061938506,80929,4421661,152.511544884,79892,4421661,208.633777757,124206,4421661,186.421783396,104526,4421661
portgen24-15_maxregret,44.67633908,29955,4294215,80.795423554,39566,4294215,53.684934271,27580,4294215,54.67145944,27726,4294215,54.273550682,28651,4294215,54.156378144,25881,4294215
portgen24-16_maxregret,174.418205743,118345,4407474,203.400588659,86892,4407474,187.376453901,88467,4407474,188.419618955,87895,4407474,198.112734911,99499,4407474,210.278533157,99698,4407474
portgen24-17_maxregret,344.755289964,250791,4120375,285.320799755,138790,4120375,271.13617661,143073,4120375,274.394597967,143297,4120375,377.785059971,210120,4120375,357.575693259,192526,4120375
portgen24-18_maxregret,73.868817158,44818,4270800,75.911526544,31117,4270800,71.412721896,31867,4270800,70.489401543,32317,4270800,85.547989292,40705,4270800,77.160372729,35596,4270800
portgen24-19_maxregret,17.695325517,13193,3868200,24.911929155,12020,3868200,20.919557568,12047,3868200,21.28862084,12128,3868200,23.078349007,12709,3868200,24.203805486,12942,3868200
portgen24-1_maxregret,125.435355901,97539,4102526,80.997697332,41058,4102526,73.245707715,44844,4102526,72.369605381,39731,4102526,136.613238525,86466,4102526,93.448394226,53193,4102526
portgen24-20_maxregret,75.567589035,61164,3535022,62.954054036,30790,3535022,58.175929405,32021,3535022,55.960242918,31142,3535022,78.098004958,49508,3535022,84.604383432,49233,3535022
portgen24-21_maxregret,1.091356484,710,3945461,1.265593973,573,3945461,1.186253846,579,3945461,1.159105215,597,3945461,1.36352408,696,3945461,1.25420361,588,3945461
portgen24-22_maxregret,32.928640215,21397,4533159,53.083400732,22839,4533159,50.257755936,23824,4533159,48.237142491,24145,4533159,49.313193844,24902,4533159,55.927057669,27548,4533159
portgen24-23_maxregret,26.395034373,18053,4400068,27.460745018,12436,4400068,24.633216075,12733,4400068,24.18454954,12626,4400068,30.508870261,16606,4400068,31.529636994,16026,4400068
portgen24-24_maxregret,24.0467345,18372,3882737,28.268902161,13553,3882737,24.350381098,13554,3882737,23.927526889,13634,3882737,32.089579465,17500,3882737,28.244442879,15176,3882737
portgen24-25_maxregret,5.079342157,4456,4309546,4.820477973,2964,4309546,4.682106802,3048,4309546,4.672867921,3054,4309546,5.675832005,3933,4309546,5.372244372,3687,4309546
portgen24-26_maxregret,389.10453416,302656,4864165,316.130498953,162420,4864165,304.690585,168054,4864165,291.575649502,163479,4864165,442.501785809,258197,4864165,340.61435057,192802,4864165
portgen24-27_maxregret,27.467176435,19249,4280859,37.588846009,17690,4280859,33.342516004,17717,4280859,32.00469134,17645,4280859,34.360144588,18772,4280859,35.363884532,18579,4280859
portgen24-28_maxregret,11.019256479,7848,4237905,33.69554473,15055,4237905,23.699667888,11791,4237905,22.833831375,11627,4237905,23.559219409,12019,4237905,18.376135911,8864,4237905
portgen24-29_maxregret,111.569157807,85623,4089261,89.812512732,42459,4089261,82.853196744,43037,4089261,78.20702994,43451,4089261,127.740570554,71720,4089261,129.771093997,72620,4089261
portgen24-2_maxregret,33.657126691,19996,4566803,62.613252147,23181,4566803,43.873404093,18532,4566803,58.579553051,24206,4566803,52.72133076,24608,4566803,50.642544457,21156,4566803
portgen24-30_maxregret,54.994935185,42688,4298108,73.640595255,38347,4298108,66.810317692,38495,4298108,66.699938247,38435,4298108,73.534834581,41757,4298108,71.394857862,40919,4298108
portgen24-31_maxregret,29.70892216,20584,3870912,34.419129941,16301,3870912,34.396424774,18012,3870912,32.466580944,18446,3870912,33.829015301,17598,3870912,40.1340989,22971,3870912
portgen24-32_maxregret,10.225259384,10113,4086032,7.514073002,4398,4086032,7.974256669,5119,4086032,8.905058383,6324,4086032,10.614666138,7643,4086032,8.676463665,5702,4086032
portgen24-3_maxregret,19.106655252,12401,4201781,33.479363369,14046,4201781,29.766388013,14423,4201781,30.159392509,14343,4201781,22.415865773,11145,4201781,30.230819803,14631,4201781
portgen24-4_maxregret,16.77636184,11704,4162004,37.343334196,17003,4162004,32.138727881,17078,4162004,33.220534527,17035,4162004,21.537163407,10686,4162004,21.230434579,10662,4162004
portgen24-5_maxregret,84.134119576,61057,4368840,74.33400077,35738,4368840,67.187871482,36789,4368840,68.284507349,36331,4368840,78.819443763,45944,4368840,83.708687001,44412,4368840
portgen24-6_maxregret,53.990254495,39543,4113297,44.378829975,19812,4113297,38.536873891,20369,4113297,40.310421031,20298,4113297,59.385348159,33220,4113297,50.589474949,25941,4113297
portgen24-7_maxregret,265.617551404,182449,4476189,171.973768457,78867,4476189,161.125142337,82778,4476189,183.92068706,91606,4476189,266.879920711,143379,4476189,229.756820838,115428,4476189
portgen24-8_maxregret,15.723635953,11063,4435101,12.74913661,5717,4435101,11.393820721,5895,4435101,11.580159048,5895,4435101,17.582357134,9629,4435101,15.370742468,8067,4435101
portgen24-9_maxregret,223.813678477,175485,4607494,195.955524525,101930,4607494,181.54552569,107698,4607494,184.564568465,105841,4607494,249.176334483,153661,4607494,233.751713169,135773,4607494
portgen26-10_maxregret,160.255674544,113993,4285781,166.354429646,66295,4285781,142.971546653,67929,4285781,137.652328962,67576,4285781,183.782625417,95646,4285781,162.631986921,81805,4285781
portgen26-11_maxregret,443.434554524,331309,4072010,394.787559127,188133,4072010,352.750222873,194801,4072010,372.203960194,198006,4072010,482.430717193,276781,4072010,365.970681923,196796,4072010
portgen26-12_maxregret,930.950498422,714883,4845715,647.613771959,314733,4845715,620.231132031,322162,4845715,646.033029142,331140,4845715,950.212509118,568081,4845715,879.782993767,505083,4845715
portgen26-13_maxregret,390.009614473,277912,3858272,407.118679373,187898,3858272,355.335985242,189266,3858272,367.835568139,188193,3858272,486.33907662,263074,3858272,437.001681908,228437,3858272
portgen26-14_maxregret,56.990596153,40584,4479207,39.191239171,17203,4479207,35.862808009,18024,4479207,35.589634204,17883,4479207,59.472524061,31531,4479207,46.227162054,24427,4479207
portgen26-15_maxregret,19.933071116,12949,4366932,70.738865094,35142,4366932,51.802940664,27033,4366932,28.113145642,14903,4366932,24.308030567,12047,4366932,19.682401418,10112,4366932
portgen26-16_maxregret,1015.513701304,699929,4674334,1105.344376614,484012,4674334,976.958549037,492627,4674334,995.064016268,490082,4674334,1271.365670851,660274,4674334,1208.851324393,609153,4674334
portgen26-17_maxregret,3600,2527529,_20303515,3600,1637984,_20644600,3600,1838175,_20644441,3600,1815222,_20644603,3600,1902938,_20644441,3600,1858190,_20644441
portgen26-18_maxregret,481.892356204,297397,4404412,393.910334389,159368,4404412,364.204028343,162681,4404412,364.81691581,163925,4404412,521.046931595,240882,4404412,471.838547774,215273,4404412
portgen26-19_maxregret,17.757780165,12098,4073772,24.346852471,10548,4073772,20.279535594,10591,4073772,20.947430985,10594,4073772,22.966895282,12063,4073772,23.677590107,11432,4073772
portgen26-1_maxregret,217.736595609,150217,4293909,136.824503936,59485,4293909,124.258309159,61690,4293909,126.018310885,60658,4293909,201.421658025,102795,4293909,188.379344797,97284,4293909
portgen26-20_maxregret,235.487671857,187557,3713208,164.097223543,74926,3713208,147.571930976,76803,3713208,145.255336222,76635,3713208,241.788178884,138905,3713208,187.310610324,105217,3713208
portgen26-21_maxregret,6.274769602,5189,4212691,8.168474873,4121,4212691,12.381955441,7768,4212691,12.593972898,7590,4212691,6.87848485,4343,4212691,10.115436845,6252,4212691
portgen26-22_maxregret,41.489080969,28804,4601362,52.331353159,25396,4601362,57.243730746,30942,4601362,47.195168541,25920,4601362,43.314444466,23376,4601362,46.167793746,23695,4601362
portgen26-23_maxregret,97.90895894,67180,4406798,124.793689623,58241,4406798,109.150813026,55861,4406798,113.617347253,59141,4406798,114.057237466,60637,4406798,123.752177019,63461,4406798
portgen26-24_maxregret,96.208774582,72950,4086884,103.342026034,48824,4086884,91.283123339,49159,4086884,90.945857709,49211,4086884,115.405001098,67072,4086884,107.377462393,58202,4086884
portgen26-25_maxregret,20.615423756,16000,4389692,21.991456048,12170,4389692,19.860801412,11890,4389692,18.759823808,11728,4389692,24.116290312,13838,4389692,23.437065654,13812,4389692
portgen26-26_maxregret,1426.306795233,1038677,5015390,1202.72467152,571588,5015390,1117.892738446,585678,5015390,1090.725274884,579080,5015390,1400.085495294,775098,5015390,1414.965641813,790251,5015390
portgen26-27_maxregret,89.420358442,59713,4330837,113.301560081,47105,4330837,100.979586248,48307,4330837,97.850869879,46719,4330837,112.776296412,57010,4330837,110.909846462,52037,4330837
portgen26-28_maxregret,62.635944858,38062,4574281,77.30188894,28414,4574281,70.232238124,29734,4574281,66.25798885,29694,4574281,75.190250667,33468,4574281,95.2104697,41482,4574281
portgen26-29_maxregret,39.996290234,30265,4113629,37.57928707,18377,4113629,33.726761206,18470,4113629,34.974635725,18631,4113629,38.253779005,21310,4113629,33.870498845,18446,4113629
portgen26-2_maxregret,251.265916438,156085,4650173,257.656440472,92698,4650173,226.935152212,97645,4650173,226.574701123,96682,4650173,284.759040981,133187,4650173,316.690449352,141720,4650173
portgen26-30_maxregret,25.528922738,20007,4430577,30.703422683,15701,4430577,28.898665337,16316,4430577,29.344007365,16264,4430577,31.316200709,18946,4430577,30.113678251,16978,4430577
