Name,ECLP time,ECLP nodes,ECLP cost,ALL time,ALL nodes,ALL cost,GOOD RF time,GOOD RF nodes,GOOD RF cost,GOOD NN time,GOOD NN nodes,GOOD NN cost,RAND70 time,RAND70 nodes,RAND70 cost,RAND50 time,RAND50 nodes,RAND50 cost
portgen26-31_maxregret,265.8257173,171387,4081447,305.050730263,134298,4081447,286.171259812,137834,4081447,284.80371146,138885,4081447,320.269356586,157244,4081447,317.680674328,150660,4081447
portgen26-32_maxregret,78.145695318,58270,4247051,75.674420512,37131,4247051,67.573973135,37549,4247051,69.932688014,40093,4247051,99.69349038,58397,4247051,87.479416984,47162,4247051
portgen26-3_maxregret,421.290128786,268298,4441233,354.030803728,138744,4441233,339.536317571,155326,4441233,339.31213014,154142,4441233,445.158661681,212584,4441233,420.127650594,195662,4441233
portgen26-4_maxregret,60.935594029,47505,4402334,63.24233253,28346,4402334,51.986849734,28594,4402334,52.071833378,28535,4402334,71.52126891,41181,4402334,60.56872667,33089,4402334
portgen26-5_maxregret,16.28426091,13284,4448867,17.855190364,9700,4448867,17.969450214,10950,4448867,17.297721274,10518,4448867,19.826889949,12545,4448867,16.502648955,9958,4448867
portgen26-6_maxregret,49.96955218,42026,4259491,81.249734451,43965,4259491,33.343728289,19773,4259491,51.306392389,30230,4259491,68.524899005,41757,4259491,53.554871084,33183,4259491
portgen26-7_maxregret,3600,2814905,_20301504,2426.497073382,1216405,4480638,2423.428943682,1316418,4480638,2426.355899156,1272367,4480638,3600,2121711,_20642622,3600,2011162,_20642783
portgen26-8_maxregret,255.947676406,188593,4541896,222.431283674,102283,4541896,193.762567093,106059,4541896,189.856572451,103924,4541896,274.991234502,155208,4541896,270.73136561,148703,4541896
portgen26-9_maxregret,487.177038171,342633,4655512,432.865309695,190679,4655512,390.729766571,198926,4655512,387.282228757,198479,4655512,517.820407056,281405,4655512,492.190188541,248933,4655512
portgen28-10_maxregret,269.802739639,191502,4338182,255.165395048,106099,4338182,207.12960327,102680,4338182,211.89346076,104438,4338182,266.640205797,136219,4338182,253.964121123,121019,4338182
portgen28-11_maxregret,3600,2445003,_21869819,3600,1587141,_22293223,3600,1747687,_22293058,3600,1716901,_22293059,3600,1890001,_22293058,3600,1730436,_22293225
portgen28-12_maxregret,2451.095742076,1808002,4873666,1853.799945954,849732,4873666,1756.999220721,871445,4873666,1810.018146723,885223,4873666,2714.122125642,1458417,4873666,2577.326199593,1298182,4873666
portgen28-13_maxregret,905.773457836,627478,3912650,976.462449057,426406,3912650,783.203286166,385976,3912650,863.734505829,427216,3912650,1113.939120684,588491,3912650,946.200185344,456827,3912650
portgen28-14_maxregret,851.863845638,631516,4505599,550.579084693,246172,4505599,504.616558761,251306,4505599,514.803164565,253767,4505599,746.34171623,402762,4505599,764.850406565,388423,4505599
portgen28-15_maxregret,33.903943225,19914,4427088,60.667710697,24825,4427088,52.86513026,24470,4427088,51.544031357,24410,4427088,29.775798338,13770,4427088,26.229012286,11461,4427088
portgen28-16_maxregret,3600,2364517,_21857635,3235.131387804,1368558,4743188,2955.023556163,1407833,4743188,3011.887964022,1412298,4743188,3600,1837072,_22287396,3600,1713824,_22287564
portgen28-17_maxregret,3600,2258540,_21867714,3600,1457077,_22290800,3600,1625052,_22290635,3600,1571819,_22290635,3600,1668501,_22290635,3600,1635096,_22290634
portgen28-18_maxregret,399.848611215,234739,4487399,384.13966604,141839,4487399,330.394958999,141150,4487399,342.530123952,139546,4487399,456.217536696,205710,4487399,434.179838909,181755,4487399
portgen28-19_maxregret,0.34567127,51,4097288,0.477441331,51,4097288,0.477557225,51,4097288,0.476706124,51,4097288,0.459347289,47,4097288,0.472745605,48,4097288
portgen28-1_maxregret,939.25240784,606328,4490889,668.651206233,267327,4490889,584.515839015,272186,4490889,589.132688229,273785,4490889,1013.321442861,501495,4490889,864.510429103,406437,4490889
portgen28-20_maxregret,426.757513148,312593,3819668,319.102588511,130472,3819668,277.220667937,135203,3819668,283.765534053,133311,3819668,403.044285971,225746,3819668,424.129024351,212288,3819668
portgen28-21_maxregret,9.337987636,6066,4258223,11.93282729,4939,4258223,8.691596077,4186,4258223,10.816945732,5065,4258223,10.699766157,5438,4258223,11.379163213,5188,4258223
portgen28-22_maxregret,403.185280002,242929,4677200,486.057294061,194024,4677200,408.90339638,195972,4677200,428.26326767,196799,4677200,442.881881178,222352,4677200,524.42202911,241974,4677200
portgen28-23_maxregret,461.959909482,352859,4465965,658.987089116,312945,4465965,556.759813834,306483,4465965,603.307418364,314530,4465965,412.135766035,232678,4465965,436.025896429,225821,4465965
portgen28-24_maxregret,509.288017735,372755,4334175,780.163664613,358335,4334175,667.507540296,360418,4334175,675.814993329,359762,4334175,613.343201053,351326,4334175,613.34878425,319691,4334175
portgen28-25_maxregret,112.226383779,70696,4402328,131.030250594,53227,4402328,107.002073277,53917,4402328,111.270043823,54159,4402328,124.09564168,60620,4402328,129.814300112,58192,4402328
portgen28-26_maxregret,3600,2513996,_21858361,3600,1661450,_22286991,3600,1836094,_22286993,3600,1766730,_22286994,3600,1933746,_22286993,3600,1776966,_22286825
portgen28-27_maxregret,314.247304371,265687,4346946,304.559319869,148024,4346946,272.673393316,151906,4346946,302.83826568,160584,4346946,316.678212377,193235,4346946,294.435058908,156802,4346946
portgen28-28_maxregret,65.868557535,37387,4621340,130.309581124,45296,4621340,104.759715685,45069,4621340,116.322954664,47213,4621340,76.770271449,33129,4621340,82.579521512,33495,4621340
portgen28-29_maxregret,597.627066577,417981,4173156,1071.999108601,445925,4173156,897.434099375,447004,4173156,956.672320469,457142,4173156,675.296249688,334082,4173156,1009.483575055,495635,4173156
portgen28-2_maxregret,1025.019999815,597986,4730863,982.098333186,344517,4730863,847.873999952,354106,4730863,853.849233352,354247,4730863,1150.270156203,508108,4730863,1094.614698881,430335,4730863
portgen28-30_maxregret,235.297723802,170984,4470093,253.713973657,115482,4470093,224.368068834,118465,4470093,232.996567707,118431,4470093,285.057141604,158012,4470093,272.28602303,144872,4470093
portgen28-31_maxregret,197.266914582,114518,4165010,222.935264288,81480,4165010,196.226838239,88395,4165010,215.907715611,90933,4165010,231.781152523,106844,4165010,237.907132515,99552,4165010
portgen28-32_maxregret,367.333012095,296497,4324153,290.245833977,145315,4324153,261.254512028,151857,4324153,276.719960278,159409,4324153,394.964646613,248535,4324153,391.341093996,225040,4324153
portgen28-3_maxregret,151.792824887,98666,4671977,143.23380759,60256,4671977,141.464760613,66625,4671977,128.540056817,62285,4671977,131.397928614,65886,4671977,149.74782658,78353,4671977
portgen28-4_maxregret,74.069347447,53037,4688462,89.158291425,38561,4688462,74.741454594,38916,4688462,72.112630979,38965,4688462,93.339333294,47857,4688462,89.233239988,44247,4688462
portgen28-5_maxregret,191.916314525,141022,4530597,220.075065281,106719,4530597,177.753139233,98464,4530597,190.607746122,102824,4530597,219.488188305,124643,4530597,247.988927311,136619,4530597
portgen28-6_maxregret,109.643293399,63122,4509012,63.662502197,21477,4509012,59.571843486,21891,4509012,75.735053934,29005,4509012,96.187128054,36344,4509012,96.721462582,35585,4509012
portgen28-7_maxregret,3600,2763343,_21869503,3600,1669087,_22293075,3600,1807427,_22293077,3600,1770663,_22293078,3600,2112251,_22293077,3600,1968724,_22292742
portgen28-8_maxregret,3600,2614638,_21866227,3600,1663028,_22289586,1238.117838636,706002,4710251,1202.479640067,679386,4710251,3600,2013197,_22289253,3600,1920122,_22289588
portgen28-9_maxregret,294.492077279,174338,4777339,264.353592386,94598,4777339,227.083802335,98486,4777339,224.91289743,96184,4777339,297.916729325,133799,4777339,280.658831688,117949,4777339
